"disease"	"codetype"	"diag_code"	"readcode"	"description"	"comment"
"252"	"Acute coronary syndrome"	"ICD-10"	"I23.2"	""	"Ventricular septal defect as current complication following acute myocardial infarction"	""
"253"	"Acute coronary syndrome"	"ICD-10"	"I23.3"	""	"Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction"	""
"254"	"Acute coronary syndrome"	"ICD-10"	"I23.4"	""	"Rupture of chordae tendineae as current complication following acute myocardial infarction"	""
"255"	"Acute coronary syndrome"	"ICD-10"	"I23.5"	""	"Rupture of papillary muscle as current complication following acute myocardial infarction"	""
"256"	"Acute coronary syndrome"	"ICD-10"	"I23.6"	""	"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"	""
"257"	"Acute coronary syndrome"	"ICD-10"	"I23.8"	""	"Other current complications following acute myocardial infarction"	""
"258"	"Acute coronary syndrome"	"ICD-10"	"I24"	""	"Other acute ischaemic heart diseases"	""
"259"	"Acute coronary syndrome"	"ICD-10"	"I24.0"	""	"Coronary thrombosis not resulting in myocardial infarction"	""
"260"	"Acute coronary syndrome"	"ICD-10"	"I24.8"	""	"Other forms of acute ischaemic heart disease"	""
"261"	"Acute coronary syndrome"	"ICD-10"	"I24.9"	""	"Acute ischaemic heart disease, unspecified"	""
"262"	"Acute coronary syndrome"	"ICD-9"	"410"	""	"410 Acute myocardial infarction"	""
"263"	"Acute coronary syndrome"	"ICD-9"	"410.0"	""	"410.0 MI, acute, anterolateral"	""
"264"	"Acute coronary syndrome"	"ICD-9"	"410.1"	""	"410.1 MI, acute, anterior, NOS"	""
"265"	"Acute coronary syndrome"	"ICD-9"	"410.2"	""	"410.2 MI, acute, inferolateral"	""
"266"	"Acute coronary syndrome"	"ICD-9"	"410.3"	""	"410.3 MI, acute, inferoposterior"	""
"267"	"Acute coronary syndrome"	"ICD-9"	"410.4"	""	"410.4 MI, acute, other inferior wall, NOS"	""
"268"	"Acute coronary syndrome"	"ICD-9"	"410.5"	""	"410.5 MI, acute, other lateral wall"	""
"269"	"Acute coronary syndrome"	"ICD-9"	"410.6"	""	"410.6 MI, acute, true posterior"	""
"270"	"Acute coronary syndrome"	"ICD-9"	"410.7"	""	"410.7 MI, acute, subendocardial"	""
"271"	"Acute coronary syndrome"	"ICD-9"	"410.8"	""	"410.8 MI, acute, spec."	""
"272"	"Acute coronary syndrome"	"ICD-9"	"410.9"	""	"410.9 MI, acute, unspec."	""
"273"	"Acute coronary syndrome"	"ICD-9"	"411"	""	"411 Other acute and subacute forms of ischemic heart disease"	""
"274"	"Acute coronary syndrome"	"ICD-9"	"411.0"	""	"411.0 Postmyocardial infarction syndrome"	""
"275"	"Acute coronary syndrome"	"ICD-9"	"411.1"	""	"411.1 Intermediate coronary syndrome"	""
"276"	"Acute coronary syndrome"	"ICD-9"	"429.7"	""	"429.7 Certain sequelae of myocardial infarction not elsewhere classified"	""
"277"	"Acute coronary syndrome"	"ICD-9"	"429.71"	""	"429.71 Certain sequelae of myocardial infarction not elsewhere classified acquired cardiac septal defect"	""
"278"	"Acute coronary syndrome"	"ICD-9"	"429.79"	""	"429.79 Certain sequelae of myocardial infarction not elsewhere classified other"	""
"279"	"Acute coronary syndrome"	"Aurum"	"256451015"	"322Z.00"	"ECG: myocardial ischaemia NOS"	"Code used for sensitivity analyses only"
"280"	"Acute coronary syndrome"	"Aurum"	"4585961000006114"	""	"Electrocardiographic myocardial ischemia"	"Code used for sensitivity analyses only"
"281"	"Acute coronary syndrome"	"Aurum"	"4585971000006119"	""	"Electrocardiographic myocardial ischaemia"	"Code used for sensitivity analyses only"
"282"	"Acute coronary syndrome"	"Aurum"	"634751000006116"	"322..00"	"ECG: myocardial ischaemia"	"Code used for sensitivity analyses only"
"283"	"Acute coronary syndrome"	"Aurum"	"635641000006111"	"3222.00"	"ECG:shows myocardial ischaemia"	"Code used for sensitivity analyses only"
"284"	"Acute coronary syndrome"	"Gold"	"26973"	"3222.00"	"ECG:shows myocardial ischaemia"	"Code used for sensitivity analyses only"
"285"	"Acute coronary syndrome"	"Gold"	"35287"	"322Z.00"	"ECG: myocardial ischaemia NOS"	"Code used for sensitivity analyses only"
"286"	"Aortic aneurysm"	"Aurum"	"111949011"	"G71..00"	"Aortic aneurysm"	""
"287"	"Aortic aneurysm"	"Aurum"	"1221083011"	"G713.00"	"Abdominal aortic aneurysm which has ruptured"	""
"288"	"Aortic aneurysm"	"Aurum"	"124373014"	"G712.00"	"Thoracic aortic aneurysm without mention of rupture"	""
"289"	"Aortic aneurysm"	"Aurum"	"12450041000006113"	""	"Y graft of abdominal Aortic aneurysm (emergency)"	""
"290"	"Aortic aneurysm"	"Aurum"	"12450841000006116"	""	"Tube graft abdominal Aortic aneurysm (emergency)"	""
"291"	"Aortic aneurysm"	"Aurum"	"12705151000006116"	""	"Repair of suprarenal abdominal aortic aneurysm with insertion of endovascular stent"	""
"292"	"Aortic aneurysm"	"Aurum"	"12718771000006116"	""	"Abdominal aortic aneurysm without mention of rupture"	""
"293"	"Aortic aneurysm"	"Aurum"	"12759211000006117"	""	"AAA - Abdominal aortic aneurysm without mention of rupture"	""
"294"	"Aortic aneurysm"	"Aurum"	"1548161000006117"	"7A1B000"	"Endovascular stenting infrarenal abdominal aortic aneurysm"	""
"295"	"Aortic aneurysm"	"Aurum"	"1587741000006114"	"7A1C000"	"Endovas ins stent graft for infrarenal abdom aortic aneurysm"	""
"296"	"Aortic aneurysm"	"Aurum"	"1587751000006111"	"7A1C100"	"Endovas insert of stent graft for suprarenal aortic aneurysm"	""
"297"	"Aortic aneurysm"	"Aurum"	"1587761000006113"	"7A1C200"	"Endov insertion of stent graft for thoracic aortic aneurysm"	""
"298"	"Aortic aneurysm"	"Aurum"	"1587771000006118"	"7A1C300"	"Endov ins stent graft for aortic dissection in any position"	""
"299"	"Aortic aneurysm"	"Aurum"	"1587791000006117"	"7A1C500"	"Endovas insertion of stent graft for aorto-uniiliac aneurysm"	""
"300"	"Aortic aneurysm"	"Aurum"	"1701691000006119"	"7A1B800"	"Endovascul insert stent infrarenal abdominal aortic aneurysm"	""
"301"	"Aortic aneurysm"	"Aurum"	"1701701000006119"	"7A1B900"	"Endovascular insertion stent for suprarenal aortic aneurysm"	""
"302"	"Aortic aneurysm"	"Aurum"	"1701721000006112"	"7A1BB00"	"Endovascular ins stent for aortic dissection in any position"	""
"303"	"Aortic aneurysm"	"Aurum"	"1701731000006110"	"7A1BC00"	"Endovas insert stent for aortic aneurysm of bifurcation NEC"	""
"304"	"Aortic aneurysm"	"Aurum"	"1728191000006112"	""	"Infrarenal abdominal aortic aneurysm"	""
"305"	"Aortic aneurysm"	"Aurum"	"1756091000006111"	"G714200"	"Infrarenal abdominal aortic aneurysm"	""
"306"	"Aortic aneurysm"	"Aurum"	"24379014"	"G713.11"	"Ruptured abdominal aortic aneurysm"	""
"307"	"Aortic aneurysm"	"Aurum"	"2536174018"	"G710.00"	"Dissecting aortic aneurysm"	""
"308"	"Aortic aneurysm"	"Aurum"	"271447017"	"7A13.11"	"Emergency repair of aortic aneurysm"	""
"309"	"Aortic aneurysm"	"Aurum"	"300437018"	"G711.00"	"Thoracic aortic aneurysm which has ruptured"	""
"310"	"Aortic aneurysm"	"Aurum"	"300438011"	"G711.11"	"Ruptured thoracic aortic aneurysm"	""
"311"	"Aortic aneurysm"	"Aurum"	"300441019"	"G714.00"	"Abdominal aortic aneurysm without mention of rupture"	""
"312"	"Aortic aneurysm"	"Aurum"	"300442014"	"G714.11"	"AAA - Abdominal aortic aneurysm without mention of rupture"	""
"313"	"Aortic aneurysm"	"Aurum"	"300445011"	"G715.00"	"Ruptured aortic aneurysm NOS"	""
"314"	"Aortic aneurysm"	"Aurum"	"300446012"	"G715000"	"Thoracoabdominal aortic aneurysm, ruptured"	""
"315"	"Aortic aneurysm"	"Aurum"	"300447015"	"G716.00"	"Aortic aneurysm without mention of rupture NOS"	""
"316"	"Aortic aneurysm"	"Aurum"	"300448013"	"G716000"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	""
"317"	"Aortic aneurysm"	"Aurum"	"300449017"	"G718.00"	"Leaking abdominal aortic aneurysm"	""
"318"	"Aortic aneurysm"	"Aurum"	"300450017"	"G71z.00"	"Aortic aneurysm NOS"	""
"319"	"Aortic aneurysm"	"Aurum"	"300960019"	"Gyu7100"	"[X]Aortic aneurysm of unspecified site, ruptured"	""
"320"	"Aortic aneurysm"	"Aurum"	"300961015"	"Gyu7200"	"[X]Aortic aneurysm of unspecified site, nonruptured"	""
"321"	"Aortic aneurysm"	"Aurum"	"349678018"	"7A14.11"	"Aortic aneurysm repair"	""
"322"	"Aortic aneurysm"	"Aurum"	"349689013"	"7A11211"	"Y graft of abdominal Aortic aneurysm (emergency)"	""
"323"	"Aortic aneurysm"	"Aurum"	"349693019"	"7A14411"	"Tube graft of Abdominal aortic aneurysm"	""
"324"	"Aortic aneurysm"	"Aurum"	"349694013"	"7A13411"	"Tube graft abdominal Aortic aneurysm (emergency)"	""
"325"	"Aortic aneurysm"	"Aurum"	"357881000000111"	"7A1B200"	"Endovascular stenting of thoracic aortic aneurysm"	""
"326"	"Aortic aneurysm"	"Aurum"	"359191000000114"	"7A1B300"	"Endovascular stenting of aortic dissection in any position"	""
"327"	"Aortic aneurysm"	"Aurum"	"359231000000117"	"7A1B500"	"Endovascular stenting of aorto-uniiliac aneurysm"	""
"328"	"Aortic aneurysm"	"Aurum"	"3595961000006112"	""	"AA - Aortic aneurysm"	""
"329"	"Aortic aneurysm"	"Aurum"	"359851000000113"	"7A1B100"	"Endovascular stenting of suprarenal aortic aneurysm"	""
"330"	"Aortic aneurysm"	"Aurum"	"3717321000006114"	""	"Thoracic aortic aneurysm without rupture"	""
"331"	"Aortic aneurysm"	"Aurum"	"410960011"	"7A11311"	"Y graft abdominal Aortic aneurysm"	""
"332"	"Aortic aneurysm"	"Aurum"	"458502011"	"G713000"	"Ruptured suprarenal aortic aneurysm"	""
"333"	"Aortic aneurysm"	"Aurum"	"458503018"	"G714000"	"Juxtarenal aortic aneurysm"	""
"334"	"Aortic aneurysm"	"Aurum"	"458504012"	"G714100"	"Inflammatory abdominal aortic aneurysm"	""
"335"	"Aortic aneurysm"	"Aurum"	"4666401000006117"	""	"Repair of aortic aneurysm using bifurcation graft"	""
"336"	"Aortic aneurysm"	"Aurum"	"4666411000006119"	""	"AAA - Repair of abdominal aortic aneurysm using bifurcation graft"	""
"337"	"Aortic aneurysm"	"Aurum"	"488221000000111"	"7A1B600"	"Endovascular stenting for aortic aneurysm of bifurcation NEC"	""
"338"	"Aortic aneurysm"	"Aurum"	"488231000000113"	"7A1B700"	"Endovascular stenting for aorto-uniiliac aneurysm"	""
"339"	"Aortic aneurysm"	"Aurum"	"5049851000006116"	""	"Y graft of abdominal aortic aneurysm - emergency"	""
"340"	"Aortic aneurysm"	"Aurum"	"5049881000006112"	""	"Repair of aortic aneurysm using straight graft"	""
"341"	"Aortic aneurysm"	"Aurum"	"5049891000006110"	""	"AAA - Repair of abdominal aortic aneurysm using straight graft"	""
"342"	"Aortic aneurysm"	"Aurum"	"5049911000006112"	""	"Tube graft abdominal aortic aneurysm - emergency"	""
"343"	"Aortic aneurysm"	"Aurum"	"5058441000006113"	""	"AAA - Abdominal aortic aneurysm"	""
"344"	"Aortic aneurysm"	"Aurum"	"745471000000118"	"7A1BA00"	"Endovascular insertion of stent for thoracic aortic aneurysm"	""
"345"	"Aortic aneurysm"	"Aurum"	"750511000000117"	"7A1BD00"	"Endovascular insertion of stent for aorto-uniiliac aneurysm"	""
"346"	"Aortic aneurysm"	"Aurum"	"8271361000006113"	""	"Leaking thoracic aortic aneurysm"	""
"347"	"Aortic aneurysm"	"Aurum"	"884591000006118"	"G712.99"	"Thoracic aortic aneurysm"	""
"348"	"Aortic aneurysm"	"Aurum"	"884601000006114"	"G714.99"	"Abdominal aortic aneurysm"	""
"349"	"Aortic aneurysm"	"Gold"	"100195"	"7A1B600"	"Endovascular stenting for aortic aneurysm of bifurcation NEC"	""
"350"	"Aortic aneurysm"	"Gold"	"101379"	"G714200"	"Infrarenal abdominal aortic aneurysm"	""
"351"	"Aortic aneurysm"	"Gold"	"102719"	"Gyu7200"	"[X]Aortic aneurysm of unspecified site, nonruptured"	""
"352"	"Aortic aneurysm"	"Gold"	"102725"	"Gyu7100"	"[X]Aortic aneurysm of unspecified site, ruptured"	""
"353"	"Aortic aneurysm"	"Gold"	"103427"	"7A1C500"	"Endovas insertion of stent graft for aorto-uniiliac aneurysm"	""
"354"	"Aortic aneurysm"	"Gold"	"106780"	"7A1B900"	"Endovascular insertion stent for suprarenal aortic aneurysm"	""
"355"	"Aortic aneurysm"	"Gold"	"11430"	"G715000"	"Thoracoabdominal aortic aneurysm, ruptured"	""
"356"	"Aortic aneurysm"	"Gold"	"13572"	"G713.11"	"Ruptured abdominal aortic aneurysm"	""
"357"	"Aortic aneurysm"	"Gold"	"15304"	"G715.00"	"Ruptured aortic aneurysm NOS"	""
"358"	"Aortic aneurysm"	"Gold"	"16034"	"G716.00"	"Aortic aneurysm without mention of rupture NOS"	""
"359"	"Aortic aneurysm"	"Gold"	"16521"	"G710.00"	"Dissecting aortic aneurysm"	""
"360"	"Aortic aneurysm"	"Gold"	"16800"	"G711.11"	"Ruptured thoracic aortic aneurysm"	""
"361"	"Aortic aneurysm"	"Gold"	"17220"	"7A13.11"	"Emergency repair of aortic aneurysm"	""
"362"	"Aortic aneurysm"	"Gold"	"17345"	"G714.11"	"AAA - Abdominal aortic aneurysm without mention of rupture"	""
"363"	"Aortic aneurysm"	"Gold"	"1735"	"G71..00"	"Aortic aneurysm"	""
"364"	"Aortic aneurysm"	"Gold"	"1736"	"7A14.11"	"Aortic aneurysm repair"	""
"365"	"Aortic aneurysm"	"Gold"	"17767"	"G713.00"	"Abdominal aortic aneurysm which has ruptured"	""
"366"	"Aortic aneurysm"	"Gold"	"1867"	"G714.00"	"Abdominal aortic aneurysm without mention of rupture"	""
"367"	"Aortic aneurysm"	"Gold"	"23532"	"G712.00"	"Thoracic aortic aneurysm without mention of rupture"	""
"368"	"Aortic aneurysm"	"Gold"	"26232"	"7A14411"	"Tube graft of Abdominal aortic aneurysm"	""
"369"	"Aortic aneurysm"	"Gold"	"27563"	"G711.00"	"Thoracic aortic aneurysm which has ruptured"	""
"370"	"Aortic aneurysm"	"Gold"	"28109"	"G714100"	"Inflammatory abdominal aortic aneurysm"	""
"371"	"Aortic aneurysm"	"Gold"	"40787"	"G716000"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	""
"372"	"Aortic aneurysm"	"Gold"	"45521"	"G714000"	"Juxtarenal aortic aneurysm"	""
"373"	"Aortic aneurysm"	"Gold"	"51061"	"7A1B200"	"Endovascular stenting of thoracic aortic aneurysm"	""
"374"	"Aortic aneurysm"	"Gold"	"51166"	"7A11311"	"Y graft abdominal Aortic aneurysm"	""
"375"	"Aortic aneurysm"	"Gold"	"63408"	"7A13411"	"Tube graft abdominal Aortic aneurysm (emergency)"	""
"376"	"Aortic aneurysm"	"Gold"	"63920"	"G713000"	"Ruptured suprarenal aortic aneurysm"	""
"377"	"Aortic aneurysm"	"Gold"	"6872"	"G71z.00"	"Aortic aneurysm NOS"	""
"378"	"Aortic aneurysm"	"Gold"	"70446"	"7A1B000"	"Endovascular stenting infrarenal abdominal aortic aneurysm"	""
"379"	"Aortic aneurysm"	"Gold"	"83527"	"7A1B300"	"Endovascular stenting of aortic dissection in any position"	""
"380"	"Aortic aneurysm"	"Gold"	"83577"	"7A1C000"	"Endovas ins stent graft for infrarenal abdom aortic aneurysm"	""
"381"	"Aortic aneurysm"	"Gold"	"89714"	"7A1C300"	"Endov ins stent graft for aortic dissection in any position"	""
"382"	"Aortic aneurysm"	"Gold"	"91462"	"7A1C200"	"Endov insertion of stent graft for thoracic aortic aneurysm"	""
"383"	"Aortic aneurysm"	"Gold"	"92925"	"7A11211"	"Y graft of abdominal Aortic aneurysm (emergency)"	""
"384"	"Aortic aneurysm"	"Gold"	"94682"	"7A1C100"	"Endovas insert of stent graft for suprarenal aortic aneurysm"	""
"385"	"Aortic aneurysm"	"Gold"	"95976"	"7A1B500"	"Endovascular stenting of aorto-uniiliac aneurysm"	""
"386"	"Aortic aneurysm"	"Gold"	"97030"	"7A1B100"	"Endovascular stenting of suprarenal aortic aneurysm"	""
"387"	"Aortic aneurysm"	"Gold"	"97109"	"7A1B700"	"Endovascular stenting for aorto-uniiliac aneurysm"	""
"388"	"Aortic aneurysm"	"Gold"	"97217"	"7A1B800"	"Endovascul insert stent infrarenal abdominal aortic aneurysm"	""
"389"	"Aortic aneurysm"	"Gold"	"9759"	"G718.00"	"Leaking abdominal aortic aneurysm"	""
"390"	"Aortic aneurysm"	"Gold"	"98175"	"7A1BD00"	"Endovascular insertion of stent for aorto-uniiliac aneurysm"	""
"391"	"Aortic aneurysm"	"Gold"	"98542"	"7A1BA00"	"Endovascular insertion of stent for thoracic aortic aneurysm"	""
"392"	"Aortic aneurysm"	"Gold"	"99787"	"7A1BB00"	"Endovascular ins stent for aortic dissection in any position"	""
"393"	"Aortic aneurysm"	"Gold"	"99859"	"7A1BC00"	"Endovas insert stent for aortic aneurysm of bifurcation NEC"	""
"394"	"Aortic aneurysm"	"ICD-10"	"I71"	""	"Aortic aneurysm and dissection"	""
"395"	"Aortic aneurysm"	"ICD-10"	"I71.1"	""	"Thoracic aortic aneurysm, ruptured"	""
"396"	"Aortic aneurysm"	"ICD-10"	"I71.2"	""	"Thoracic aortic aneurysm, without mention of rupture"	""
"397"	"Aortic aneurysm"	"ICD-10"	"I71.3"	""	"Abdominal aortic aneurysm, ruptured"	""
"398"	"Aortic aneurysm"	"ICD-10"	"I71.4"	""	"Abdominal aortic aneurysm, without mention of rupture"	""
"399"	"Aortic aneurysm"	"ICD-10"	"I71.5"	""	"Thoracoabdominal aortic aneurysm, ruptured"	""
"400"	"Aortic aneurysm"	"ICD-10"	"I71.6"	""	"Thoracoabdominal aortic aneurysm, without mention of rupture"	""
"401"	"Aortic aneurysm"	"ICD-10"	"I71.8"	""	"Aortic aneurysm of unspecified site, ruptured"	""
"402"	"Aortic aneurysm"	"ICD-10"	"I71.9"	""	"Aortic aneurysm of unspecified site, without mention of rupture"	""
"403"	"Aortic aneurysm"	"ICD-9"	"441"	""	"441 Aortic aneurysm and dissection"	""
"404"	"Aortic aneurysm"	"ICD-9"	"441.0"	""	"441.0 Aortic Dissection"	""
"405"	"Aortic aneurysm"	"ICD-9"	"441.3"	""	"441.3 Abdominal Aortic Aneurysm, ruptured"	""
"406"	"Aortic aneurysm"	"ICD-9"	"441.4"	""	"441.4 Abdominal aortic Aneurysm, w/o rupture"	""
"407"	"Aortic aneurysm"	"ICD-9"	"441.9"	""	"441.9 Abdominal Aortic Aneurysm, unspecified"	""
"408"	"Aortic aneurysm"	"OPCS"	"L27.1"	""	"Endovascular insertion of stent graft for infrarenal abdominal aortic aneurysm"	""
"409"	"Aortic aneurysm"	"OPCS"	"L27.2"	""	"Endovascular insertion of stent graft for suprarenal aortic aneurysm"	""
"410"	"Aortic aneurysm"	"OPCS"	"L27.3"	""	"Endovascular insertion of stent graft for thoracic aortic aneurysm"	""
"411"	"Aortic aneurysm"	"OPCS"	"L27.5"	""	"Endovascular insertion of stent graft for aortic aneurysm of bifurcation NEC"	""
"412"	"Aortic aneurysm"	"OPCS"	"L27.6"	""	"Endovascular insertion of stent graft for aorto-uni-iliac aneurysm"	""
"413"	"Aortic aneurysm"	"OPCS"	"L28.1"	""	"Endovascular insertion of stent for infrarenal abdominal aortic aneurysm"	""
"414"	"Aortic aneurysm"	"OPCS"	"L28.2"	""	"Endovascular insertion of stent for suprarenal aortic aneurysm"	""
"415"	"Aortic aneurysm"	"OPCS"	"L28.3"	""	"Endovascular insertion of stent for thoracic aortic aneurysm"	""
"416"	"Aortic aneurysm"	"OPCS"	"L28.5"	""	"Endovascular insertion of stent for aortic aneurysm of bifurcation NEC"	""
"417"	"Aortic aneurysm"	"OPCS"	"L28.6"	""	"Endovascular insertion of stent for aorto-uni-iliac aneurysm"	""
"418"	"Aortic aneurysm"	"Aurum"	"1547161000006116"	"791B500"	"Repair of aortic sinus of Valsalva aneurysm"	"Code used for sensitivity analyses only"
"419"	"Aortic aneurysm"	"Gold"	"91467"	"791B500"	"Repair of aortic sinus of Valsalva aneurysm"	"Code used for sensitivity analyses only"
"420"	"Aortic aneurysm"	"OPCS"	"K38.6"	""	"Repair of aortic sinus of Valsalva aneurysm"	"Code used for sensitivity analyses only"
"421"	"Aortic stenosis"	"Aurum"	"116861000006111"	"P722400"	"Supra-valvular aortic stenosis"	""
"422"	"Aortic stenosis"	"Aurum"	"11927251000006117"	""	"Aortic stenosis"	""
"423"	"Aortic stenosis"	"Aurum"	"1232103019"	"G541500"	"Aortic stenosis"	""
"424"	"Aortic stenosis"	"Aurum"	"172601000006117"	"791A300"	"Repair of supraaortic stenosis"	""
"425"	"Aortic stenosis"	"Aurum"	"299988019"	"G541100"	"Aortic stenosis, non-rheumatic"	""
